銘柄コード,会社名,優先市場,業種
7476,アズワン,東証1,卸売業
7477,ムラキ,ｼﾞｬｽﾀﾞｯｸ,卸売業
7480,スズデン,東証1,卸売業
7481,尾家産業,東証1,卸売業
7482,シモジマ,東証1,卸売業
7483,ドウシシャ,東証1,卸売業
7486,サンリン,ｼﾞｬｽﾀﾞｯｸ,卸売業
7487,小津産業,東証1,卸売業
7490,日新商事,東証2,卸売業
7494,コナカ,東証1,小売業
7500,西川計測,ｼﾞｬｽﾀﾞｯｸ,卸売業
7501,ティムコ,ｼﾞｬｽﾀﾞｯｸ,卸売業
7502,プラザクリエイト本社,ｼﾞｬｽﾀﾞｯｸ,サービス業
7504,高速,東証1,卸売業
7505,扶桑電通,東証2,卸売業
7506,ハウス オブ ローゼ,東証1,小売業
7508,G-7HD,東証1,小売業
7509,アイエーG,ｼﾞｬｽﾀﾞｯｸ,小売業
7510,たけびし,東証1,卸売業
7512,イオン北海道,東証1,小売業
7513,コジマ,東証1,小売業
7514,ヒマラヤ,東証1,小売業
7515,マルヨシセンター,東証2,小売業
7516,コーナン商事,東証1,小売業
7518,ネットワンシステムズ,東証1,情報・通信業
7519,五洋インテックス,ｼﾞｬｽﾀﾞｯｸ,卸売業
7520,エコス,東証1,小売業
7521,ムサシ,ｼﾞｬｽﾀﾞｯｸ,卸売業
7522,ワタミ,東証1,小売業
7523,アールビバン,ｼﾞｬｽﾀﾞｯｸ,小売業
7524,マルシェ,東証1,小売業
7525,リックス,東証1,卸売業
7527,システムソフト,東証1,情報・通信業
7531,清和中央HD,ｼﾞｬｽﾀﾞｯｸ,卸売業
7532,パン･パシフィック･インターナショナルHD,東証1,小売業
7537,丸文,東証1,卸売業
7538,大水,東証2,卸売業
7539,アイナボHD,ｼﾞｬｽﾀﾞｯｸ,卸売業
7544,スリーエフ,東証2,小売業
7545,西松屋チェーン,東証1,小売業
7550,ゼンショーHD,東証1,小売業
7551,ウェッズ,ｼﾞｬｽﾀﾞｯｸ,輸送用機器
7552,ハピネット,東証1,卸売業
7554,幸楽苑HD,東証1,小売業
7555,大田花き,ｼﾞｬｽﾀﾞｯｸ,卸売業
7559,ジーエフシー,ｼﾞｬｽﾀﾞｯｸ,卸売業
7561,ハークスレイ,東証1,小売業
7562,安楽亭,東証2,小売業
7564,ワークマン,ｼﾞｬｽﾀﾞｯｸ,小売業
7565,萬世電機,東証2,卸売業
7567,栄電子,ｼﾞｬｽﾀﾞｯｸ,卸売業
7570,橋本総業HD,東証1,卸売業
7571,ヤマノHD,ｼﾞｬｽﾀﾞｯｸ,小売業
7575,日本ライフライン,東証1,卸売業
7577,HAPiNS,ｼﾞｬｽﾀﾞｯｸ,小売業
7578,ニチリョク,ｼﾞｬｽﾀﾞｯｸ,小売業
7581,サイゼリヤ,東証1,小売業
7585,かんなん丸,ｼﾞｬｽﾀﾞｯｸ,小売業
7587,PALTEK,東証2,卸売業
7590,タカショー,東証1,卸売業
7593,VTHD,東証1,小売業
7594,マルカ,東証1,卸売業
7595,アルゴグラフィックス,東証1,情報・通信業
7596,魚力,東証1,小売業
7597,東京貴宝,ｼﾞｬｽﾀﾞｯｸ,卸売業
7599,IDOM,東証1,卸売業
7600,日本エム･ディ･エム,東証1,卸売業
7601,ポプラ,東証1,小売業
7602,カーチスHD,東証2,卸売業
7603,マックハウス,ｼﾞｬｽﾀﾞｯｸ,小売業
7604,梅の花,東証2,小売業
7605,フジ･コーポレーション,東証1,小売業
7606,ユナイテッドアローズ,東証1,小売業
7607,進和,東証1,卸売業
7608,エスケイジャパン,東証1,卸売業
7609,ダイトロン,東証1,卸売業
7610,テイツー,ｼﾞｬｽﾀﾞｯｸ,小売業
7611,ハイデイ日高,東証1,小売業
7612,Nuts,ｼﾞｬｽﾀﾞｯｸ,卸売業
7613,シークス,東証1,卸売業
7614,オーエムツーネットワーク,ｼﾞｬｽﾀﾞｯｸ,小売業
7615,京都きもの友禅,東証1,小売業
7616,コロワイド,東証1,小売業
7618,ピーシーデポコーポレーション,東証1,小売業
7619,田中商事,東証1,卸売業
7621,うかい,ｼﾞｬｽﾀﾞｯｸ,小売業
7623,サンオータス,ｼﾞｬｽﾀﾞｯｸ,小売業
7624,NaITO,ｼﾞｬｽﾀﾞｯｸ,卸売業
7625,グローバルダイニング,東証2,小売業
7628,オーハシテクニカ,東証1,卸売業
7630,壱番屋,東証1,小売業
7634,星医療酸器,ｼﾞｬｽﾀﾞｯｸ,卸売業
7635,杉田エース,ｼﾞｬｽﾀﾞｯｸ,卸売業
7636,ハンズマン,ｼﾞｬｽﾀﾞｯｸ,小売業
7637,白銅,東証1,卸売業
7638,NEW ART HOLDINGS,ｼﾞｬｽﾀﾞｯｸ,小売業
7640,トップカルチャー,東証1,小売業
7643,ダイイチ,ｼﾞｬｽﾀﾞｯｸ,小売業
7646,PLANT,東証1,小売業
7647,音通,東証2,小売業
7649,スギHD,東証1,小売業
7670,オーウエル,東証2,卸売業
7671,AmidAHD,マザーズ,小売業
7673,ダイコー通産,東証2,卸売業
7674,NATTY SWANKY,マザーズ,小売業
7676,グッドスピード,マザーズ,小売業
7677,ヤシマキザイ,東証2,卸売業
7678,あさくま,ｼﾞｬｽﾀﾞｯｸ,小売業
7681,レオクラン,東証2,卸売業
7683,ダブルエー,マザーズ,小売業
7685,BuySell Technologies,マザーズ,卸売業
7686,カクヤス,東証2,卸売業
7687,ミクリード,マザーズ,卸売業
7702,JMS,東証1,精密機器
7703,川澄化学工業,東証2,精密機器
7705,ジーエルサイエンス,東証2,精密機器
7707,プレシジョン･システム･サイエンス,マザーズ,精密機器
7709,クボテック,東証1,精密機器
7711,助川電気工業,ｼﾞｬｽﾀﾞｯｸ,精密機器
7713,シグマ光機,ｼﾞｬｽﾀﾞｯｸ,精密機器
7715,長野計器,東証1,精密機器
7716,ナカニシ,ｼﾞｬｽﾀﾞｯｸ,精密機器
7717,ブイ･テクノロジー,東証1,精密機器
7718,スター精密,東証1,機械
7719,東京衡機,東証2,精密機器
7721,東京計器,東証1,精密機器
7722,国際計測器,ｼﾞｬｽﾀﾞｯｸ,精密機器
7723,愛知時計電機,東証1,精密機器
7725,インターアクション,東証1,精密機器
7726,黒田精工,東証2,機械
7727,オーバル,東証1,精密機器
7729,東京精密,東証1,精密機器
7730,マニー,東証1,精密機器
7731,ニコン,東証1,精密機器
7732,トプコン,東証1,精密機器
7733,オリンパス,東証1,精密機器
7734,理研計器,東証1,精密機器
7735,SCREENHD,東証1,電気機器
7739,キヤノン電子,東証1,電気機器
7740,タムロン,東証1,精密機器
7741,HOYA,東証1,精密機器
7743,シード,東証1,精密機器
7744,ノーリツ鋼機,東証1,精密機器
7745,エー･アンド･デイ,東証1,精密機器
7746,岡本硝子,ｼﾞｬｽﾀﾞｯｸ,精密機器
7747,朝日インテック,東証1,精密機器
7748,ホロン,ｼﾞｬｽﾀﾞｯｸ,精密機器
7749,メディキット,ｼﾞｬｽﾀﾞｯｸ,精密機器
7751,キヤノン,東証1,電気機器
7752,リコー,東証1,電気機器
7758,セコニック,東証2,機械
7760,IMV,ｼﾞｬｽﾀﾞｯｸ,精密機器
7762,シチズン時計,東証1,精密機器
7768,ジェコー,東証2,精密機器
7769,リズム時計工業,東証1,精密機器
7771,日本精密,ｼﾞｬｽﾀﾞｯｸ,精密機器
7774,ジャパン･ティッシュ･エンジニアリング,東証JQG,精密機器
7775,大研医器,東証1,精密機器
7776,セルシード,東証JQG,精密機器
7777,スリー･ディー･マトリックス,東証JQG,精密機器
7779,CYBERDYNE,マザーズ,精密機器
7780,メニコン,東証1,精密機器
7781,平山HD,ｼﾞｬｽﾀﾞｯｸ,精密機器
7782,シンシア,東証1,精密機器
7800,アミファ,ｼﾞｬｽﾀﾞｯｸ,その他製品
7803,ブシロード,マザーズ,その他製品
7804,ビーアンドピー,マザーズ,その他製品
7805,プリントネット,ｼﾞｬｽﾀﾞｯｸ,その他製品
7806,MTG,マザーズ,その他製品
7807,幸和製作所,ｼﾞｬｽﾀﾞｯｸ,その他製品
7808,シー･エス･ランバー,ｼﾞｬｽﾀﾞｯｸ,その他製品
7809,壽屋,ｼﾞｬｽﾀﾞｯｸ,その他製品
7810,クロスフォー,ｼﾞｬｽﾀﾞｯｸ,その他製品
7811,中本パックス,東証1,その他製品
7812,クレステック,東証2,その他製品
7813,プラッツ,マザーズ,その他製品
7814,日本創発G,ｼﾞｬｽﾀﾞｯｸ,その他製品
7815,東京ボード工業,東証2,その他製品
7816,スノーピーク,東証1,その他製品
7817,パラマウントベッドHD,東証1,その他製品
7818,トランザクション,東証1,その他製品
7819,SHO-BI,東証1,その他製品
7820,ニホンフラッシュ,東証1,その他製品
7821,前田工繊,東証1,その他製品
7822,永大産業,東証1,その他製品
7823,アートネイチャー,東証1,その他製品
7826,フルヤ金属,ｼﾞｬｽﾀﾞｯｸ,その他製品
7827,オービス,ｼﾞｬｽﾀﾞｯｸ,その他製品
7829,サマンサタバサジャパンリミテッド,マザーズ,その他製品
7831,ウイルコHD,東証2,その他製品
7832,バンダイナムコHD,東証1,その他製品
7833,アイフィスジャパン,東証1,その他製品
7836,アビックス,ｼﾞｬｽﾀﾞｯｸ,その他製品
7837,アールシーコア,ｼﾞｬｽﾀﾞｯｸ,その他製品
7838,共立印刷,東証1,その他製品
7839,SHOEI,東証1,その他製品
7840,フランスベッドHD,東証1,その他製品
7841,遠藤製作所,ｼﾞｬｽﾀﾞｯｸ,その他製品
7844,マーベラス,東証1,情報・通信業
7846,パイロットコーポレーション,東証1,その他製品
7847,グラファイトデザイン,ｼﾞｬｽﾀﾞｯｸ,その他製品
7849,スターツ出版,ｼﾞｬｽﾀﾞｯｸ,情報・通信業
7850,総合商研,ｼﾞｬｽﾀﾞｯｸ,その他製品
7851,カワセコンピュータサプライ,東証2,その他製品
7855,カーディナル,東証JQG,その他製品
7856,萩原工業,東証1,その他製品
7857,セキ,ｼﾞｬｽﾀﾞｯｸ,その他製品
7859,アルメディオ,東証2,その他製品
7860,エイベックス,東証1,情報・通信業
7862,トッパン･フォームズ,東証1,その他製品
7863,平賀,ｼﾞｬｽﾀﾞｯｸ,その他製品
7864,フジシールインターナショナル,東証1,その他製品
7865,ピープル,ｼﾞｬｽﾀﾞｯｸ,その他製品
7867,タカラトミー,東証1,その他製品
7868,廣済堂,東証1,その他製品
7869,日本フォームサービス,ｼﾞｬｽﾀﾞｯｸ,その他製品
7871,フクビ化学工業,東証2,化学
7873,アーク,東証1,その他製品
7874,レック,東証1,化学
7875,竹田印刷,東証2,その他製品
7877,永大化工,ｼﾞｬｽﾀﾞｯｸ,化学
7878,光･彩,ｼﾞｬｽﾀﾞｯｸ,その他製品
7879,ノダ,東証2,その他製品
7883,サンメッセ,ｼﾞｬｽﾀﾞｯｸ,その他製品
7885,タカノ,東証1,その他製品
7886,ヤマト･インダストリー,ｼﾞｬｽﾀﾞｯｸ,化学
7887,南海プライウッド,東証2,その他製品
7888,三光合成,東証1,化学
7891,日本ユピカ,ｼﾞｬｽﾀﾞｯｸ,化学
7893,プロネクサス,東証1,その他製品
7895,中央化学,ｼﾞｬｽﾀﾞｯｸ,化学
7896,セブン工業,東証2,その他製品
7897,ホクシン,東証1,その他製品
7898,ウッドワン,東証1,その他製品
7899,MICS化学,ｼﾞｬｽﾀﾞｯｸ,化学
7901,マツモト,ｼﾞｬｽﾀﾞｯｸ,その他製品
7902,ソノコム,ｼﾞｬｽﾀﾞｯｸ,その他製品
7905,大建工業,東証1,その他製品
7906,ヨネックス,東証2,その他製品
7908,きもと,東証1,化学
7911,凸版印刷,東証1,その他製品
7912,大日本印刷,東証1,その他製品
7914,共同印刷,東証1,その他製品
7915,NISSHA,東証1,その他製品
7916,光村印刷,東証1,その他製品
7917,藤森工業,東証1,化学
7918,ヴィア･HD,東証1,小売業
7919,野崎印刷紙業,東証2,その他製品
7921,宝印刷,東証1,その他製品
7922,三光産業,ｼﾞｬｽﾀﾞｯｸ,その他製品
7923,トーイン,ｼﾞｬｽﾀﾞｯｸ,その他製品
7925,前澤化成工業,東証1,化学
7927,ムトー精工,ｼﾞｬｽﾀﾞｯｸ,化学
7928,旭化学工業,ｼﾞｬｽﾀﾞｯｸ,化学
7931,未来工業,東証1,化学
7932,ニッピ,ｼﾞｬｽﾀﾞｯｸ,その他製品
7936,アシックス,東証1,その他製品
7937,ツツミ,東証1,その他製品
7938,リーガルコーポレーション,ｼﾞｬｽﾀﾞｯｸ,その他製品
7939,研創,ｼﾞｬｽﾀﾞｯｸ,その他製品
7940,ウェーブロックHD,東証1,化学
7942,JSP,東証1,化学
7943,ニチハ,東証1,ガラス・土石製品
7945,コマニー,東証2,その他製品
7946,光陽社,東証2,その他製品
7947,エフピコ,東証1,化学
7949,小松ウオール工業,東証1,その他製品
7951,ヤマハ,東証1,その他製品
7952,河合楽器製作所,東証1,その他製品
7953,菊水化学工業,東証2,その他製品
7955,クリナップ,東証1,その他製品
7956,ピジョン,東証1,その他製品
7957,フジコピアン,東証2,その他製品
7958,天馬,東証1,化学
7961,兼松サステック,東証1,その他製品
7962,キングジム,東証1,その他製品
7963,興研,ｼﾞｬｽﾀﾞｯｸ,その他製品
7965,象印マホービン,東証1,電気機器
7966,リンテック,東証1,その他製品
7970,信越ポリマー,東証1,化学
7971,東リ,東証1,化学
7972,イトーキ,東証1,その他製品
7974,任天堂,東証1,その他製品
7975,リヒトラブ,東証2,その他製品
7976,三菱鉛筆,東証1,その他製品
7979,松風,東証1,精密機器
7980,重松製作所,ｼﾞｬｽﾀﾞｯｸ,その他製品
7981,タカラスタンダード,東証1,その他製品
7983,ミロク,東証2,その他製品
7984,コクヨ,東証1,その他製品
7985,ネポン,東証2,金属製品
7986,日本アイ･エス･ケイ,ｼﾞｬｽﾀﾞｯｸ,その他製品
7987,ナカバヤシ,東証1,その他製品
7988,ニフコ,東証1,化学
7989,立川ブラインド工業,東証1,金属製品
7990,グローブライド,東証1,その他製品
7991,マミヤ･オーピー,東証2,機械
7992,セーラー万年筆,東証2,その他製品
7994,オカムラ,東証1,その他製品
7995,バルカー,東証1,化学
7997,くろがね工作所,東証2,その他製品
7999,MUTOHHD,東証1,電気機器
8001,伊藤忠商事,東証1,卸売業
8002,丸紅,東証1,卸売業
8005,スクロール,東証1,小売業
8006,ユアサ･フナショク,東証2,卸売業
8007,高島,東証1,卸売業
8008,ヨンドシーHD,東証1,小売業
8011,三陽商会,東証1,繊維製品
8012,長瀬産業,東証1,卸売業
8013,ナイガイ,東証1,繊維製品
8014,蝶理,東証1,卸売業
8015,豊田通商,東証1,卸売業
8016,オンワードHD,東証1,繊維製品
8018,三共生興,東証1,卸売業
8020,兼松,東証1,卸売業
8022,美津濃,東証1,その他製品
8023,大興電子通信,東証2,卸売業
8025,ツカモトコーポレーション,東証1,卸売業
8028,ファミリーマート,東証1,小売業
8029,ルックHD,東証1,繊維製品
8030,中央魚類,東証2,卸売業
8031,三井物産,東証1,卸売業
8032,日本紙パルプ商事,東証1,卸売業
8035,東京エレクトロン,東証1,電気機器
8037,カメイ,東証1,卸売業
8038,東都水産,東証1,卸売業
8039,築地魚市場,東証2,卸売業
8040,東京ソワール,東証2,繊維製品
8041,OUGHD,東証1,卸売業
8043,スターゼン,東証1,卸売業
8044,大都魚類,東証2,卸売業
8045,横浜丸魚,ｼﾞｬｽﾀﾞｯｸ,卸売業
8046,丸藤シートパイル,東証2,卸売業
8050,セイコーHD,東証1,精密機器
8051,山善,東証1,卸売業
8052,椿本興業,東証1,卸売業
8053,住友商事,東証1,卸売業
8056,日本ユニシス,東証1,情報・通信業
8057,内田洋行,東証1,卸売業
8058,三菱商事,東証1,卸売業
8059,第一実業,東証1,卸売業
8060,キヤノンマーケティングジャパン,東証1,卸売業
8061,西華産業,東証1,卸売業
8065,佐藤商事,東証1,卸売業
8066,三谷商事,東証2,卸売業
8068,菱洋エレクトロ,東証1,卸売業
8070,東京産業,東証1,卸売業
8072,日本出版貿易,ｼﾞｬｽﾀﾞｯｸ,卸売業
8074,ユアサ商事,東証1,卸売業
8075,神鋼商事,東証1,卸売業
8077,小林産業,東証1,卸売業
8078,阪和興業,東証1,卸売業
8079,正栄食品工業,東証1,卸売業
8081,カナデン,東証1,卸売業
8084,菱電商事,東証1,卸売業
8085,ナラサキ産業,東証2,卸売業
8086,ニプロ,東証1,精密機器
8087,フルサト工業,東証1,卸売業
8088,岩谷産業,東証1,卸売業
8089,すてきナイスG,東証1,卸売業
8090,昭光通商,東証1,卸売業
8091,ニチモウ,東証1,卸売業
8093,極東貿易,東証1,卸売業
8095,イワキ,東証1,卸売業
8096,兼松エレクトロニクス,東証1,情報・通信業
8097,三愛石油,東証1,卸売業
8098,稲畑産業,東証1,卸売業
8101,GSIクレオス,東証1,卸売業
8103,明和産業,東証1,卸売業
8104,クワザワ,東証1,卸売業
8105,堀田丸正,東証2,卸売業
8107,キムラタン,東証1,繊維製品
8111,ゴールドウイン,東証1,繊維製品
8113,ユニ･チャーム,東証1,化学
8114,デサント,東証1,繊維製品
8115,ムーンバット,東証2,卸売業
8117,中央自動車工業,東証2,卸売業
8118,キング,東証1,繊維製品
8119,三栄コーポレーション,ｼﾞｬｽﾀﾞｯｸ,卸売業
8123,川辺,ｼﾞｬｽﾀﾞｯｸ,卸売業
8125,ワキタ,東証1,卸売業
8127,ヤマトインターナショナル,東証1,繊維製品
8129,東邦HD,東証1,卸売業
8130,サンゲツ,東証1,卸売業
8131,ミツウロコGHD,東証1,卸売業
8132,シナネンHD,東証1,卸売業
8133,伊藤忠エネクス,東証1,卸売業
8135,ゼット,東証2,卸売業
8136,サンリオ,東証1,卸売業
8137,サンワテクノス,東証1,卸売業
8138,三京化成,東証2,卸売業
8139,ナガホリ,東証2,卸売業
8140,リョーサン,東証1,卸売業
8141,新光商事,東証1,卸売業
8142,トーホー,東証1,卸売業
8143,ラピーヌ,東証2,繊維製品
8144,電響社,東証2,卸売業
8147,トミタ,ｼﾞｬｽﾀﾞｯｸ,卸売業
8150,三信電気,東証1,卸売業
8151,東陽テクニカ,東証1,卸売業
8152,ソマール,東証2,卸売業
8153,モスフードサービス,東証1,卸売業
8154,加賀電子,東証1,卸売業
8155,三益半導体工業,東証1,金属製品
8157,都築電気,東証2,情報・通信業
8158,ソーダニッカ,東証1,卸売業
8159,立花エレテック,東証1,卸売業
8160,木曽路,東証1,小売業
8163,SRSHD,東証1,小売業
8165,千趣会,東証1,小売業
8166,タカキュー,東証1,小売業
8167,リテールパートナーズ,東証2,小売業
8173,上新電機,東証1,小売業
8174,日本瓦斯,東証1,小売業
8181,東天紅,東証1,小売業
8182,いなげや,東証1,小売業
8184,島忠,東証1,小売業
8185,チヨダ,東証1,小売業
8186,大塚家具,ｼﾞｬｽﾀﾞｯｸ,小売業
8194,ライフコーポレーション,東証1,小売業
8198,マックスバリュ東海,東証2,小売業
8200,リンガーハット,東証1,小売業
8202,ラオックス,東証2,小売業
8203,MrMaxHD,東証1,小売業
8207,テンアライド,東証1,小売業
8208,エンチョー,ｼﾞｬｽﾀﾞｯｸ,小売業
8209,フレンドリー,東証2,小売業
8214,AOKIHD,東証1,小売業
8215,銀座山形屋,ｼﾞｬｽﾀﾞｯｸ,小売業
8217,オークワ,東証1,小売業
8218,コメリ,東証1,小売業
8219,青山商事,東証1,小売業
8225,タカチホ,ｼﾞｬｽﾀﾞｯｸ,卸売業
8226,理経,東証2,卸売業
8227,しまむら,東証1,小売業
8230,はせがわ,東証1,小売業
8233,高島屋,東証1,小売業
8237,松屋,東証1,小売業
8242,エイチ･ツー･オー リテイリング,東証1,小売業
8244,近鉄百貨店,東証1,小売業
8247,大和,東証2,小売業
8249,テクノアソシエ,東証2,卸売業
8252,丸井G,東証1,小売業
8253,クレディセゾン,東証1,その他金融業
8254,さいか屋,東証2,小売業
8255,アクシアル リテイリング,東証1,小売業
8256,プロルート丸光,ｼﾞｬｽﾀﾞｯｸ,卸売業
8257,山陽百貨店,ｼﾞｬｽﾀﾞｯｸ,小売業
8260,井筒屋,東証1,小売業
8267,イオン,東証1,小売業
8273,イズミ,東証1,小売業
8275,フォーバル,東証1,卸売業
8276,平和堂,東証1,小売業
8278,フジ,東証1,小売業
8279,ヤオコー,東証1,小売業
8281,ゼビオHD,東証1,小売業
8282,ケーズHD,東証1,小売業
8283,PALTAC,東証1,卸売業
8285,三谷産業,東証1,卸売業
8287,マックスバリュ西日本,東証2,小売業
8289,OlympicG,東証1,小売業
8291,日産東京販売HD,東証1,小売業
8298,ファミリー,ｼﾞｬｽﾀﾞｯｸ,小売業
8303,新生銀行,東証1,銀行業
8304,あおぞら銀行,東証1,銀行業
8306,三菱UFJフィナンシャル･G,東証1,銀行業
8308,りそなHD,東証1,銀行業
8309,三井住友トラスト･HD,東証1,銀行業
8316,三井住友フィナンシャルG,東証1,銀行業
8331,千葉銀行,東証1,銀行業
8334,群馬銀行,東証1,銀行業
8336,武蔵野銀行,東証1,銀行業
8337,千葉興業銀行,東証1,銀行業
8338,筑波銀行,東証1,銀行業
8341,七十七銀行,東証1,銀行業
8342,青森銀行,東証1,銀行業
8343,秋田銀行,東証1,銀行業
8344,山形銀行,東証1,銀行業
8345,岩手銀行,東証1,銀行業
8346,東邦銀行,東証1,銀行業
8349,東北銀行,東証1,銀行業
8350,みちのく銀行,東証1,銀行業
8354,ふくおかフィナンシャルG,東証1,銀行業
8355,静岡銀行,東証1,銀行業
8356,十六銀行,東証1,銀行業
8358,スルガ銀行,東証1,銀行業
8359,八十二銀行,東証1,銀行業
8360,山梨中央銀行,東証1,銀行業
8361,大垣共立銀行,東証1,銀行業
8362,福井銀行,東証1,銀行業
8363,北國銀行,東証1,銀行業
8364,清水銀行,東証1,銀行業
8365,富山銀行,東証1,銀行業
8366,滋賀銀行,東証1,銀行業
8367,南都銀行,東証1,銀行業
8368,百五銀行,東証1,銀行業
8369,京都銀行,東証1,銀行業
8370,紀陽銀行,東証1,銀行業
8377,ほくほくフィナンシャルG,東証1,銀行業
8379,広島銀行,東証1,銀行業
8381,山陰合同銀行,東証1,銀行業
8382,中国銀行,東証1,銀行業
8383,鳥取銀行,東証1,銀行業
8385,伊予銀行,東証1,銀行業
8386,百十四銀行,東証1,銀行業
8387,四国銀行,東証1,銀行業
8388,阿波銀行,東証1,銀行業
8392,大分銀行,東証1,銀行業
8393,宮崎銀行,東証1,銀行業
8395,佐賀銀行,東証1,銀行業
8397,沖縄銀行,東証1,銀行業
8399,琉球銀行,東証1,銀行業
8410,セブン銀行,東証1,銀行業
8416,高知銀行,東証1,銀行業
8418,山口フィナンシャルG,東証1,銀行業
8424,芙蓉総合リース,東証1,その他金融業
8425,みずほリース,東証1,その他金融業
8439,東京センチュリー,東証1,その他金融業
8462,フューチャーベンチャーキャピタル,ｼﾞｬｽﾀﾞｯｸ,証券、商品先物取引業
8473,SBIHD,東証1,証券、商品先物取引業
8508,Jトラスト,東証2,その他金融業
8511,日本証券金融,東証1,その他金融業
8515,アイフル,東証1,その他金融業
8518,日本アジア投資,東証1,証券、商品先物取引業
8521,長野銀行,東証1,銀行業
8522,名古屋銀行,東証1,銀行業
8524,北洋銀行,東証1,銀行業
8527,愛知銀行,東証1,銀行業
8530,中京銀行,東証1,銀行業
8537,大光銀行,東証1,銀行業
8541,愛媛銀行,東証1,銀行業
8542,トマト銀行,東証1,銀行業
8544,京葉銀行,東証1,銀行業
8550,栃木銀行,東証1,銀行業
8551,北日本銀行,東証1,銀行業
8558,東和銀行,東証1,銀行業
8562,福島銀行,東証1,銀行業
8563,大東銀行,東証1,銀行業
8566,リコーリース,東証1,その他金融業
8570,イオンフィナンシャルサービス,東証1,その他金融業
8572,アコム,東証1,その他金融業
8584,ジャックス,東証1,その他金融業
8585,オリエントコーポレーション,東証1,その他金融業
8586,日立キャピタル,東証1,その他金融業
8589,アプラスフィナンシャル,東証1,その他金融業
8591,オリックス,東証1,その他金融業
8593,三菱UFJリース,東証1,その他金融業
